,created_at,rumah
1788,2020-02-01 00:37:00,0
1789,2020-02-01 00:41:34,0
1790,2020-02-01 00:41:34,0
1791,2020-02-01 00:41:34,0
1792,2020-02-01 01:25:41,0
1793,2020-02-01 01:26:57,0
1794,2020-02-01 01:34:31,0
1795,2020-02-01 01:45:45,0
1796,2020-02-01 01:45:51,0
1797,2020-02-01 01:47:17,0
1798,2020-02-01 01:52:29,0
1799,2020-02-01 01:54:11,0
1800,2020-02-01 01:55:05,0
1801,2020-02-01 02:18:01,0
1802,2020-02-01 03:00:10,0
1803,2020-02-01 03:07:37,0
1804,2020-02-01 03:08:10,0
1805,2020-02-01 03:23:33,0
1806,2020-02-01 03:26:19,0
1807,2020-02-01 03:27:52,0
1808,2020-02-01 03:37:30,0
1809,2020-02-01 03:44:05,0
1810,2020-02-01 03:54:17,0
1811,2020-02-01 03:56:07,0
1812,2020-02-01 05:46:14,0
1813,2020-02-01 05:57:36,0
1814,2020-02-01 05:58:53,0
1815,2020-02-01 05:59:23,0
1816,2020-02-01 06:01:32,0
1817,2020-02-01 06:06:07,0
1818,2020-02-01 06:08:39,0
1819,2020-02-01 06:10:38,0
1820,2020-02-01 06:12:21,0
1821,2020-02-01 06:14:07,0
1822,2020-02-01 06:14:13,0
1823,2020-02-01 06:14:28,0
1824,2020-02-01 07:39:33,0
1825,2020-02-01 08:17:54,0
1826,2020-02-01 08:37:12,0
1827,2020-02-01 09:43:54,0
1828,2020-02-01 10:03:38,0
1829,2020-02-01 10:04:35,0
1830,2020-02-01 10:05:49,0
1831,2020-02-01 10:09:45,0
1832,2020-02-01 10:37:18,0
1833,2020-02-01 11:04:20,0
1834,2020-02-01 12:16:03,0
1835,2020-02-01 14:24:03,0
1836,2020-02-01 14:36:19,0
1837,2020-02-01 15:02:11,0
1838,2020-02-01 15:05:46,0
1839,2020-02-01 15:15:17,0
1840,2020-02-01 15:16:51,0
1841,2020-02-01 15:19:43,0
1842,2020-02-01 15:23:59,0
1843,2020-02-01 15:25:10,0
1844,2020-02-01 15:25:48,0
1845,2020-02-01 16:40:54,0
1846,2020-02-01 16:44:28,0
1847,2020-02-01 17:07:22,0
1848,2020-02-01 17:16:11,0
1849,2020-02-01 17:17:52,0
1850,2020-02-01 17:19:23,0
1851,2020-02-01 17:20:22,0
1852,2020-02-01 17:21:19,0
1853,2020-02-01 17:27:21,0
1854,2020-02-01 17:33:17,0
1855,2020-02-01 17:35:51,0
1856,2020-02-01 17:38:09,0
1857,2020-02-01 17:39:15,0
1858,2020-02-01 22:43:40,0
1859,2020-02-01 22:54:14,0
1860,2020-02-01 22:55:06,0
1861,2020-02-01 23:19:23,0
1862,2020-02-02 00:15:50,0
1863,2020-02-02 00:26:30,0
1864,2020-02-02 00:27:07,0
1865,2020-02-02 00:42:03,0
1866,2020-02-02 01:02:57,0
1867,2020-02-02 01:35:51,0
1868,2020-02-02 02:34:32,1
1869,2020-02-02 02:35:28,0
1870,2020-02-02 02:36:29,0
1871,2020-02-02 02:37:51,0
1872,2020-02-02 02:38:34,0
1873,2020-02-02 03:03:51,0
1874,2020-02-02 03:05:40,0
1875,2020-02-02 03:06:27,0
1876,2020-02-02 03:07:44,0
1877,2020-02-02 06:03:15,0
1878,2020-02-02 07:40:06,0
1879,2020-02-02 07:40:58,0
1880,2020-02-02 08:13:17,0
1881,2020-02-02 08:15:13,0
1882,2020-02-02 08:15:46,0
1883,2020-02-02 08:48:06,0
1884,2020-02-02 09:00:44,0
1885,2020-02-02 10:32:09,0
1886,2020-02-02 10:34:13,0
1887,2020-02-02 10:36:19,0
1888,2020-02-02 10:37:52,0
1889,2020-02-02 10:39:20,0
1890,2020-02-02 10:40:00,0
1891,2020-02-02 10:43:19,1
1892,2020-02-02 10:44:35,0
1893,2020-02-02 10:44:58,0
1894,2020-02-02 10:45:42,0
1895,2020-02-02 10:46:08,0
1896,2020-02-02 10:46:36,0
1897,2020-02-02 10:47:37,0
1898,2020-02-02 10:48:23,0
1899,2020-02-02 11:44:22,0
1900,2020-02-02 12:02:48,0
1901,2020-02-02 12:32:38,0
1902,2020-02-02 12:48:16,0
1903,2020-02-02 13:10:29,0
1904,2020-02-02 13:12:08,0
1905,2020-02-02 13:21:53,0
1906,2020-02-02 14:15:11,0
1907,2020-02-02 15:51:01,0
1908,2020-02-02 15:51:38,0
1909,2020-02-02 18:46:20,0
1910,2020-02-02 20:00:28,0
1911,2020-02-02 20:21:46,0
1912,2020-02-02 20:26:00,0
1913,2020-02-02 20:36:03,0
1914,2020-02-02 21:14:15,0
1915,2020-02-02 21:15:05,0
1916,2020-02-02 21:16:52,0
1917,2020-02-02 21:20:33,0
1918,2020-02-02 22:01:32,0
1919,2020-02-02 22:58:01,0
1920,2020-02-02 22:58:23,0
1921,2020-02-02 22:59:35,0
1922,2020-02-02 23:00:25,0
1923,2020-02-02 23:00:46,0
1924,2020-02-02 23:01:36,0
1925,2020-02-03 00:52:01,0
1926,2020-02-03 00:54:43,0
1927,2020-02-03 01:31:08,0
1928,2020-02-03 01:56:02,0
1929,2020-02-03 01:56:58,0
1930,2020-02-03 03:06:14,0
1931,2020-02-03 03:28:24,0
1932,2020-02-03 03:38:24,0
1933,2020-02-03 03:39:52,0
1934,2020-02-03 04:23:11,0
1935,2020-02-03 04:24:29,0
1936,2020-02-03 04:26:40,0
1937,2020-02-03 04:29:42,0
1938,2020-02-03 04:35:56,0
1939,2020-02-03 04:37:07,0
1940,2020-02-03 04:58:52,0
1941,2020-02-03 04:59:59,0
1942,2020-02-03 05:01:06,0
1943,2020-02-03 05:02:44,0
1944,2020-02-03 05:21:56,0
1945,2020-02-03 05:38:53,0
1946,2020-02-03 05:53:50,0
1947,2020-02-03 06:03:02,0
1948,2020-02-03 06:03:58,0
1949,2020-02-03 06:22:19,0
1950,2020-02-03 06:24:47,0
1951,2020-02-03 06:42:48,0
1952,2020-02-03 06:44:05,0
1953,2020-02-03 06:50:57,0
1954,2020-02-03 07:13:57,0
1955,2020-02-03 07:14:33,0
1956,2020-02-03 07:19:00,0
1957,2020-02-03 07:20:08,0
1958,2020-02-03 07:34:45,0
1959,2020-02-03 07:38:13,0
1960,2020-02-03 07:41:53,0
1961,2020-02-03 08:25:58,0
1962,2020-02-03 08:29:08,0
1963,2020-02-03 09:18:21,0
1964,2020-02-03 09:20:18,0
1965,2020-02-03 09:20:55,0
1966,2020-02-03 09:21:13,0
1967,2020-02-03 09:23:51,0
1968,2020-02-03 09:58:03,0
1969,2020-02-03 10:07:29,0
1970,2020-02-03 10:09:48,0
1971,2020-02-03 10:11:11,0
1972,2020-02-03 10:12:26,0
1973,2020-02-03 10:13:17,0
1974,2020-02-03 10:14:10,0
1975,2020-02-03 10:15:18,0
1976,2020-02-03 10:16:49,0
1977,2020-02-03 10:18:35,0
1978,2020-02-03 10:18:53,0
1979,2020-02-03 10:19:40,0
1980,2020-02-03 10:20:30,0
1981,2020-02-03 10:42:39,0
1982,2020-02-03 11:05:11,0
1983,2020-02-03 11:05:47,0
1984,2020-02-03 11:07:12,0
1985,2020-02-03 11:20:11,0
1986,2020-02-03 11:20:45,0
1987,2020-02-03 11:43:52,0
1988,2020-02-03 12:46:59,0
1989,2020-02-03 12:51:15,0
1990,2020-02-03 13:38:13,0
1991,2020-02-03 13:48:13,0
1992,2020-02-03 13:55:12,0
1993,2020-02-03 14:01:49,0
1994,2020-02-03 14:29:48,0
1995,2020-02-03 15:50:16,0
1996,2020-02-03 22:07:49,0
1997,2020-02-03 22:39:56,0
1998,2020-02-03 22:42:48,0
1999,2020-02-03 22:52:00,0
2000,2020-02-03 22:58:38,0
2001,2020-02-03 23:04:26,0
2002,2020-02-03 23:45:10,0
2003,2020-02-03 23:56:00,0
2004,2020-02-04 00:18:03,0
2005,2020-02-04 00:24:32,0
2006,2020-02-04 00:25:35,0
2007,2020-02-04 00:27:39,0
2008,2020-02-04 00:28:21,0
2009,2020-02-04 00:28:49,0
2010,2020-02-04 00:29:20,0
2011,2020-02-04 00:29:53,0
2012,2020-02-04 00:33:00,0
2013,2020-02-04 00:44:16,0
2014,2020-02-04 00:51:00,0
2015,2020-02-04 00:58:53,0
2016,2020-02-04 01:00:32,0
2017,2020-02-04 01:11:17,0
2018,2020-02-04 02:22:26,0
2019,2020-02-04 02:41:46,0
2020,2020-02-04 03:14:08,0
2021,2020-02-04 03:14:53,0
2022,2020-02-04 03:18:35,0
2023,2020-02-04 03:19:24,0
2024,2020-02-04 03:19:43,0
2025,2020-02-04 03:21:00,0
2026,2020-02-04 03:21:21,0
2027,2020-02-04 03:35:22,0
2028,2020-02-04 03:37:51,0
2029,2020-02-04 03:40:21,0
2030,2020-02-04 03:41:00,0
2031,2020-02-04 03:42:03,0
2032,2020-02-04 04:08:35,0
2033,2020-02-04 04:58:14,0
2034,2020-02-04 05:09:05,0
2035,2020-02-04 05:13:43,0
2036,2020-02-04 05:14:54,0
2037,2020-02-04 05:19:49,0
2038,2020-02-04 05:20:17,0
2039,2020-02-04 05:20:30,0
2040,2020-02-04 05:21:02,0
2041,2020-02-04 05:21:33,0
2042,2020-02-04 05:22:28,0
2043,2020-02-04 05:23:05,0
2044,2020-02-04 05:23:41,0
2045,2020-02-04 05:24:06,0
2046,2020-02-04 05:24:21,0
2047,2020-02-04 05:24:37,0
2048,2020-02-04 05:25:00,0
2049,2020-02-04 07:04:15,0
2050,2020-02-04 08:38:43,0
2051,2020-02-04 08:40:06,0
2052,2020-02-04 08:53:14,0
2053,2020-02-04 08:54:52,0
2054,2020-02-04 09:46:21,0
2055,2020-02-04 09:56:26,0
2056,2020-02-04 10:08:37,0
2057,2020-02-04 10:15:37,0
2058,2020-02-04 10:47:58,0
2059,2020-02-04 10:57:29,0
2060,2020-02-04 12:35:00,0
2061,2020-02-04 12:36:34,0
2062,2020-02-04 12:38:24,0
2063,2020-02-04 14:01:32,0
2064,2020-02-04 16:08:40,0
2065,2020-02-04 16:11:00,0
2066,2020-02-04 16:45:37,0
2067,2020-02-04 22:40:45,0
2068,2020-02-04 22:45:22,0
2069,2020-02-04 23:05:50,0
2070,2020-02-04 23:08:20,0
2071,2020-02-04 23:09:35,0
2072,2020-02-04 23:14:49,0
2073,2020-02-04 23:57:43,0
2074,2020-02-04 23:58:43,0
2075,2020-02-04 23:59:58,0
2076,2020-02-05 00:00:59,0
2077,2020-02-05 00:02:08,0
2078,2020-02-05 01:38:24,0
2079,2020-02-05 02:06:17,0
2080,2020-02-05 02:08:22,0
2081,2020-02-05 02:46:43,0
2082,2020-02-05 02:47:35,0
2083,2020-02-05 02:49:27,0
2084,2020-02-05 02:50:16,0
2085,2020-02-05 02:52:40,0
2086,2020-02-05 02:53:13,0
2087,2020-02-05 02:54:03,0
2088,2020-02-05 02:55:37,0
2089,2020-02-05 02:56:11,0
2090,2020-02-05 02:56:58,0
2091,2020-02-05 02:57:52,0
2092,2020-02-05 02:58:39,0
2093,2020-02-05 03:05:26,0
2094,2020-02-05 03:29:06,0
2095,2020-02-05 03:33:17,0
2096,2020-02-05 03:45:13,0
2097,2020-02-05 03:46:16,0
2098,2020-02-05 04:41:38,0
2099,2020-02-05 04:42:44,0
2100,2020-02-05 04:50:26,0
2101,2020-02-05 04:57:12,0
2102,2020-02-05 05:04:32,0
2103,2020-02-05 06:09:58,0
2104,2020-02-05 06:23:34,0
2105,2020-02-05 07:13:35,0
2106,2020-02-05 07:16:18,0
2107,2020-02-05 07:28:58,0
2108,2020-02-05 07:29:35,0
2109,2020-02-05 07:30:01,0
2110,2020-02-05 07:32:32,0
2111,2020-02-05 07:33:13,0
2112,2020-02-05 07:34:24,0
2113,2020-02-05 07:41:52,0
2114,2020-02-05 07:43:46,0
2115,2020-02-05 07:49:49,0
2116,2020-02-05 08:06:15,0
2117,2020-02-05 08:24:21,0
2118,2020-02-05 08:37:40,0
2119,2020-02-05 08:45:14,0
2120,2020-02-05 09:42:50,0
2121,2020-02-05 11:14:03,0
2122,2020-02-05 11:38:40,0
2123,2020-02-05 12:10:35,0
2124,2020-02-05 13:01:34,0
2125,2020-02-05 13:02:59,0
2126,2020-02-05 13:29:48,0
2127,2020-02-05 13:55:44,0
2128,2020-02-05 14:50:56,0
2129,2020-02-05 14:55:18,0
2130,2020-02-05 14:55:23,0
2131,2020-02-05 14:56:33,0
2132,2020-02-05 14:58:03,0
2133,2020-02-05 14:58:35,0
2134,2020-02-05 14:58:42,0
2135,2020-02-05 16:36:39,0
2136,2020-02-05 16:37:14,0
2137,2020-02-05 17:18:13,0
2138,2020-02-05 17:24:52,0
2139,2020-02-05 21:06:38,0
2140,2020-02-05 21:12:37,0
2141,2020-02-05 21:18:57,0
2142,2020-02-05 21:21:17,0
2143,2020-02-05 21:23:33,0
2144,2020-02-05 21:29:43,0
2145,2020-02-05 21:36:47,0
2146,2020-02-05 21:37:47,0
2147,2020-02-05 22:05:04,0
2148,2020-02-05 22:44:17,0
2149,2020-02-05 22:48:02,0
2150,2020-02-05 22:57:42,0
2151,2020-02-05 23:06:45,0
2152,2020-02-05 23:22:45,0
2153,2020-02-05 23:23:30,0
2154,2020-02-05 23:29:44,0
2155,2020-02-05 23:30:30,0
2156,2020-02-05 23:31:14,0
2157,2020-02-05 23:31:53,0
2158,2020-02-05 23:33:57,0
2159,2020-02-05 23:34:43,0
2160,2020-02-06 00:35:52,0
2161,2020-02-06 01:39:38,0
2162,2020-02-06 02:48:14,0
2163,2020-02-06 03:36:34,0
2164,2020-02-06 04:00:22,0
2165,2020-02-06 04:01:31,0
2166,2020-02-06 04:02:41,0
2167,2020-02-06 04:05:11,0
2168,2020-02-06 04:06:58,0
2169,2020-02-06 04:29:45,0
2170,2020-02-06 06:20:39,0
2171,2020-02-06 07:59:34,0
2172,2020-02-06 08:00:50,0
2173,2020-02-06 08:01:53,0
2174,2020-02-06 08:02:43,0
2175,2020-02-06 08:04:35,0
2176,2020-02-06 08:32:43,0
2177,2020-02-06 08:34:10,0
2178,2020-02-06 08:36:11,0
2179,2020-02-06 08:38:09,0
2180,2020-02-06 08:40:01,0
2181,2020-02-06 08:41:27,0
2182,2020-02-06 08:43:14,0
2183,2020-02-06 08:50:32,0
2184,2020-02-06 09:55:33,0
2185,2020-02-06 09:56:46,0
2186,2020-02-06 10:01:17,0
2187,2020-02-06 10:09:17,0
2188,2020-02-06 10:12:05,0
2189,2020-02-06 10:13:57,0
2190,2020-02-06 10:15:11,1
2191,2020-02-06 10:16:51,0
2192,2020-02-06 11:22:25,0
2193,2020-02-06 11:53:11,0
2194,2020-02-06 11:55:28,0
2195,2020-02-06 12:00:27,0
2196,2020-02-06 12:14:17,0
2197,2020-02-06 12:42:29,0
2198,2020-02-06 12:47:02,0
2199,2020-02-06 12:47:51,0
2200,2020-02-06 12:49:42,0
2201,2020-02-06 12:58:35,0
2202,2020-02-06 12:59:16,0
2203,2020-02-06 13:07:12,0
2204,2020-02-06 13:16:37,0
2205,2020-02-06 13:20:27,0
2206,2020-02-06 13:20:50,0
2207,2020-02-06 13:26:03,0
2208,2020-02-06 13:46:25,0
2209,2020-02-06 22:02:42,0
2210,2020-02-06 22:40:29,0
2211,2020-02-06 22:50:45,0
2212,2020-02-06 22:58:19,0
2213,2020-02-06 23:06:54,0
2214,2020-02-06 23:11:56,0
2215,2020-02-07 01:11:56,0
2216,2020-02-07 01:13:16,0
2217,2020-02-07 01:15:13,0
2218,2020-02-07 01:16:18,0
2219,2020-02-07 01:17:07,0
2220,2020-02-07 01:20:58,0
2221,2020-02-07 01:24:12,0
2222,2020-02-07 02:59:00,0
2223,2020-02-07 03:00:52,0
2224,2020-02-07 03:17:08,0
2225,2020-02-07 04:08:02,0
2226,2020-02-07 04:08:46,0
2227,2020-02-07 04:10:27,0
2228,2020-02-07 04:18:55,0
2229,2020-02-07 04:20:45,0
2230,2020-02-07 04:23:18,0
2231,2020-02-07 04:25:03,0
2232,2020-02-07 04:44:23,0
2233,2020-02-07 04:48:41,0
2234,2020-02-07 04:49:19,0
2235,2020-02-07 04:53:24,0
2236,2020-02-07 04:55:54,0
2237,2020-02-07 05:01:51,0
2238,2020-02-07 05:09:02,0
2239,2020-02-07 05:17:02,0
2240,2020-02-07 05:30:12,0
2241,2020-02-07 05:31:08,0
2242,2020-02-07 05:32:07,0
2243,2020-02-07 05:32:45,0
2244,2020-02-07 05:34:10,0
2245,2020-02-07 05:34:53,0
2246,2020-02-07 05:36:36,0
2247,2020-02-07 05:37:19,0
2248,2020-02-07 05:39:06,0
2249,2020-02-07 05:39:41,0
2250,2020-02-07 08:06:31,0
2251,2020-02-07 09:00:18,0
2252,2020-02-07 09:07:52,0
2253,2020-02-07 10:13:05,0
2254,2020-02-07 10:24:28,0
2255,2020-02-07 11:16:37,0
2256,2020-02-07 11:18:02,0
2257,2020-02-07 11:49:18,0
2258,2020-02-07 12:10:01,0
2259,2020-02-07 12:18:23,0
2260,2020-02-07 12:41:16,0
2261,2020-02-07 12:48:50,0
2262,2020-02-07 12:52:55,0
2263,2020-02-07 12:57:17,0
2264,2020-02-07 12:58:43,0
2265,2020-02-07 13:03:33,0
2266,2020-02-07 13:06:46,0
2267,2020-02-07 13:07:52,0
2268,2020-02-07 13:09:43,0
2269,2020-02-07 13:10:30,0
2270,2020-02-07 13:13:35,0
2271,2020-02-07 13:15:57,0
2272,2020-02-07 13:32:56,1
2273,2020-02-07 13:46:44,0
2274,2020-02-07 14:26:45,0
2275,2020-02-07 15:53:10,0
2276,2020-02-07 22:38:06,0
2277,2020-02-07 22:38:41,0
2278,2020-02-07 22:40:45,0
2279,2020-02-07 23:02:42,0
2280,2020-02-07 23:03:31,0
2281,2020-02-07 23:04:08,0
2282,2020-02-07 23:06:16,0
2283,2020-02-07 23:13:34,0
2284,2020-02-07 23:14:45,0
2285,2020-02-07 23:21:43,0
2286,2020-02-08 01:02:33,0
2287,2020-02-08 01:27:39,0
2288,2020-02-08 02:10:13,0
2289,2020-02-08 02:18:01,0
2290,2020-02-08 02:23:45,0
2291,2020-02-08 03:00:26,0
2292,2020-02-08 03:03:20,0
2293,2020-02-08 03:44:26,0
2294,2020-02-08 04:22:29,0
2295,2020-02-08 04:25:01,0
2296,2020-02-08 04:27:30,0
2297,2020-02-08 04:38:16,0
2298,2020-02-08 04:50:26,0
2299,2020-02-08 05:15:06,0
2300,2020-02-08 05:15:28,0
2301,2020-02-08 05:35:35,0
2302,2020-02-08 05:46:07,0
2303,2020-02-08 05:50:38,0
2304,2020-02-08 06:11:37,0
2305,2020-02-08 06:12:37,0
2306,2020-02-08 06:43:16,0
2307,2020-02-08 06:47:43,0
2308,2020-02-08 06:50:15,0
2309,2020-02-08 06:56:16,0
2310,2020-02-08 07:01:29,0
2311,2020-02-08 07:08:22,0
2312,2020-02-08 07:09:08,0
2313,2020-02-08 07:14:39,0
2314,2020-02-08 07:15:22,0
2315,2020-02-08 07:20:04,0
2316,2020-02-08 07:20:32,0
2317,2020-02-08 09:13:24,0
2318,2020-02-08 09:39:44,0
2319,2020-02-08 11:05:42,0
2320,2020-02-08 11:07:12,0
2321,2020-02-08 11:08:13,0
2322,2020-02-08 11:08:39,0
2323,2020-02-08 11:10:21,0
2324,2020-02-08 11:10:55,0
2325,2020-02-08 11:12:20,0
2326,2020-02-08 11:13:21,0
2327,2020-02-08 11:14:21,0
2328,2020-02-08 11:28:34,0
2329,2020-02-08 11:30:24,0
2330,2020-02-08 13:28:38,0
2331,2020-02-08 14:46:05,0
2332,2020-02-08 15:37:56,0
2333,2020-02-08 15:38:49,0
2334,2020-02-08 19:21:39,0
2335,2020-02-08 19:25:39,0
2336,2020-02-08 19:27:19,0
2337,2020-02-08 19:29:12,0
2338,2020-02-08 19:32:54,0
2339,2020-02-08 19:37:46,0
2340,2020-02-08 19:38:48,0
2341,2020-02-08 19:43:34,0
2342,2020-02-08 20:49:31,0
2343,2020-02-08 21:40:01,0
2344,2020-02-08 23:00:22,0
2345,2020-02-09 00:15:07,0
2346,2020-02-09 02:08:13,0
2347,2020-02-09 02:27:35,0
2348,2020-02-09 03:31:32,0
2349,2020-02-09 04:49:24,0
2350,2020-02-09 05:06:57,0
2351,2020-02-09 05:07:28,0
2352,2020-02-09 05:08:17,0
2353,2020-02-09 05:19:45,0
2354,2020-02-09 06:55:02,0
2355,2020-02-09 07:09:16,0
2356,2020-02-09 07:15:56,0
2357,2020-02-09 07:24:19,0
2358,2020-02-09 07:28:44,0
2359,2020-02-09 08:57:52,0
2360,2020-02-09 09:14:16,0
2361,2020-02-09 09:37:43,0
2362,2020-02-09 10:04:04,0
2363,2020-02-09 10:05:10,0
2364,2020-02-09 10:06:25,0
2365,2020-02-09 10:07:09,0
2366,2020-02-09 10:07:49,0
2367,2020-02-09 10:08:49,0
2368,2020-02-09 10:10:47,0
2369,2020-02-09 10:11:46,0
2370,2020-02-09 10:12:36,0
2371,2020-02-09 10:13:07,0
2372,2020-02-09 10:14:06,0
2373,2020-02-09 10:23:48,0
2374,2020-02-09 10:30:10,0
2375,2020-02-09 10:42:26,0
2376,2020-02-09 11:28:19,0
2377,2020-02-09 11:56:09,0
2378,2020-02-09 11:57:02,0
2379,2020-02-09 12:02:44,0
2380,2020-02-09 12:04:35,0
2381,2020-02-09 12:51:28,0
2382,2020-02-09 12:54:55,0
2383,2020-02-09 12:56:33,0
2384,2020-02-09 13:13:17,0
2385,2020-02-09 13:33:09,0
2386,2020-02-09 13:52:54,0
2387,2020-02-09 14:01:13,0
2388,2020-02-09 14:21:14,1
2389,2020-02-09 14:22:37,0
2390,2020-02-09 14:57:50,0
2391,2020-02-09 14:59:34,0
2392,2020-02-09 15:15:06,0
2393,2020-02-09 15:16:20,0
2394,2020-02-09 15:20:04,0
2395,2020-02-09 15:20:55,0
2396,2020-02-09 15:24:23,0
2397,2020-02-09 15:25:45,0
2398,2020-02-09 15:26:21,0
2399,2020-02-09 19:56:12,0
2400,2020-02-09 19:57:36,0
2401,2020-02-10 00:18:16,0
2402,2020-02-10 00:59:50,0
2403,2020-02-10 00:59:58,0
2404,2020-02-10 01:37:17,0
2405,2020-02-10 01:38:12,0
2406,2020-02-10 02:31:43,0
2407,2020-02-10 03:04:38,0
2408,2020-02-10 04:18:32,0
2409,2020-02-10 04:19:39,0
2410,2020-02-10 04:20:58,0
2411,2020-02-10 04:22:08,0
2412,2020-02-10 04:34:34,0
2413,2020-02-10 04:36:23,0
2414,2020-02-10 04:36:27,0
